location,level,normalThreshold,alertThreshold,criticalThreshold,recordedAt
Minuwangoda,3.59,2.0,3.0,3.8,2024-09-20T00:00:00.000Z
Gampaha,3.27,2.0,3.0,3.8,2024-09-20T00:00:00.000Z
Ja-Ela,3.20,2.0,3.0,3.8,2024-09-20T00:00:00.000Z
Negombo,3.95,2.0,3.0,3.8,2024-09-20T00:00:00.000Z
Minuwangoda,3.32,2.0,3.0,3.8,2024-09-21T00:00:00.000Z
Gampaha,4.57,2.0,3.0,3.8,2024-09-21T00:00:00.000Z
Ja-Ela,4.06,2.0,3.0,3.8,2024-09-21T00:00:00.000Z
Negombo,4.42,2.0,3.0,3.8,2024-09-21T00:00:00.000Z
Minuwangoda,3.21,2.0,3.0,3.8,2024-09-22T00:00:00.000Z
Gampaha,4.13,2.0,3.0,3.8,2024-09-22T00:00:00.000Z
Ja-Ela,4.84,2.0,3.0,3.8,2024-09-22T00:00:00.000Z
Negombo,3.04,2.0,3.0,3.8,2024-09-22T00:00:00.000Z
Minuwangoda,3.56,2.0,3.0,3.8,2024-09-23T00:00:00.000Z
Gampaha,4.27,2.0,3.0,3.8,2024-09-23T00:00:00.000Z
Ja-Ela,4.78,2.0,3.0,3.8,2024-09-23T00:00:00.000Z
Negombo,4.78,2.0,3.0,3.8,2024-09-23T00:00:00.000Z
Minuwangoda,3.43,2.0,3.0,3.8,2024-09-24T00:00:00.000Z
Gampaha,3.67,2.0,3.0,3.8,2024-09-24T00:00:00.000Z
Ja-Ela,3.80,2.0,3.0,3.8,2024-09-24T00:00:00.000Z
Negombo,3.95,2.0,3.0,3.8,2024-09-24T00:00:00.000Z
Minuwangoda,3.82,2.0,3.0,3.8,2024-09-25T00:00:00.000Z
Gampaha,3.02,2.0,3.0,3.8,2024-09-25T00:00:00.000Z
Ja-Ela,3.68,2.0,3.0,3.8,2024-09-25T00:00:00.000Z
Negombo,3.40,2.0,3.0,3.8,2024-09-25T00:00:00.000Z
Minuwangoda,4.32,2.0,3.0,3.8,2024-09-26T00:00:00.000Z
Gampaha,4.24,2.0,3.0,3.8,2024-09-26T00:00:00.000Z
Ja-Ela,4.43,2.0,3.0,3.8,2024-09-26T00:00:00.000Z
Negombo,3.86,2.0,3.0,3.8,2024-09-26T00:00:00.000Z
Minuwangoda,4.50,2.0,3.0,3.8,2024-09-27T00:00:00.000Z
Gampaha,3.76,2.0,3.0,3.8,2024-09-27T00:00:00.000Z
Ja-Ela,4.84,2.0,3.0,3.8,2024-09-27T00:00:00.000Z
Negombo,3.48,2.0,3.0,3.8,2024-09-27T00:00:00.000Z
Minuwangoda,3.29,2.0,3.0,3.8,2024-09-28T00:00:00.000Z
Gampaha,3.33,2.0,3.0,3.8,2024-09-28T00:00:00.000Z
Ja-Ela,3.71,2.0,3.0,3.8,2024-09-28T00:00:00.000Z
Negombo,4.59,2.0,3.0,3.8,2024-09-28T00:00:00.000Z
Minuwangoda,4.54,2.0,3.0,3.8,2024-09-29T00:00:00.000Z
Gampaha,3.53,2.0,3.0,3.8,2024-09-29T00:00:00.000Z
Ja-Ela,4.89,2.0,3.0,3.8,2024-09-29T00:00:00.000Z
Negombo,4.81,2.0,3.0,3.8,2024-09-29T00:00:00.000Z
Minuwangoda,4.19,2.0,3.0,3.8,2024-09-30T00:00:00.000Z
Gampaha,3.25,2.0,3.0,3.8,2024-09-30T00:00:00.000Z
Ja-Ela,4.26,2.0,3.0,3.8,2024-09-30T00:00:00.000Z
Negombo,4.45,2.0,3.0,3.8,2024-09-30T00:00:00.000Z
Minuwangoda,2.77,2.0,3.0,3.8,2024-10-01T00:00:00.000Z
Gampaha,2.51,2.0,3.0,3.8,2024-10-01T00:00:00.000Z
Ja-Ela,2.51,2.0,3.0,3.8,2024-10-01T00:00:00.000Z
Negombo,3.31,2.0,3.0,3.8,2024-10-01T00:00:00.000Z
Minuwangoda,2.60,2.0,3.0,3.8,2024-10-02T00:00:00.000Z
Gampaha,2.82,2.0,3.0,3.8,2024-10-02T00:00:00.000Z
Ja-Ela,2.83,2.0,3.0,3.8,2024-10-02T00:00:00.000Z
Negombo,2.55,2.0,3.0,3.8,2024-10-02T00:00:00.000Z
Minuwangoda,2.17,2.0,3.0,3.8,2024-10-03T00:00:00.000Z
Gampaha,2.15,2.0,3.0,3.8,2024-10-03T00:00:00.000Z
Ja-Ela,3.46,2.0,3.0,3.8,2024-10-03T00:00:00.000Z
Negombo,3.13,2.0,3.0,3.8,2024-10-03T00:00:00.000Z
Minuwangoda,2.31,2.0,3.0,3.8,2024-10-04T00:00:00.000Z
Gampaha,2.19,2.0,3.0,3.8,2024-10-04T00:00:00.000Z
Ja-Ela,2.83,2.0,3.0,3.8,2024-10-04T00:00:00.000Z
Negombo,3.25,2.0,3.0,3.8,2024-10-04T00:00:00.000Z
Minuwangoda,3.11,2.0,3.0,3.8,2024-10-05T00:00:00.000Z
Gampaha,3.00,2.0,3.0,3.8,2024-10-05T00:00:00.000Z
Ja-Ela,3.37,2.0,3.0,3.8,2024-10-05T00:00:00.000Z
Negombo,2.46,2.0,3.0,3.8,2024-10-05T00:00:00.000Z
Minuwangoda,2.71,2.0,3.0,3.8,2024-10-06T00:00:00.000Z
Gampaha,2.71,2.0,3.0,3.8,2024-10-06T00:00:00.000Z
Ja-Ela,2.15,2.0,3.0,3.8,2024-10-06T00:00:00.000Z
Negombo,2.66,2.0,3.0,3.8,2024-10-06T00:00:00.000Z
Minuwangoda,2.02,2.0,3.0,3.8,2024-10-07T00:00:00.000Z
Gampaha,2.80,2.0,3.0,3.8,2024-10-07T00:00:00.000Z
Ja-Ela,2.44,2.0,3.0,3.8,2024-10-07T00:00:00.000Z
Negombo,3.05,2.0,3.0,3.8,2024-10-07T00:00:00.000Z
Minuwangoda,2.65,2.0,3.0,3.8,2024-10-08T00:00:00.000Z
Gampaha,2.67,2.0,3.0,3.8,2024-10-08T00:00:00.000Z
Ja-Ela,2.76,2.0,3.0,3.8,2024-10-08T00:00:00.000Z
Negombo,2.76,2.0,3.0,3.8,2024-10-08T00:00:00.000Z
Minuwangoda,3.01,2.0,3.0,3.8,2024-10-09T00:00:00.000Z
Gampaha,2.93,2.0,3.0,3.8,2024-10-09T00:00:00.000Z
Ja-Ela,2.80,2.0,3.0,3.8,2024-10-09T00:00:00.000Z
Negombo,2.13,2.0,3.0,3.8,2024-10-09T00:00:00.000Z
Minuwangoda,2.11,2.0,3.0,3.8,2024-10-10T00:00:00.000Z
Gampaha,2.63,2.0,3.0,3.8,2024-10-10T00:00:00.000Z
Ja-Ela,2.08,2.0,3.0,3.8,2024-10-10T00:00:00.000Z
Negombo,3.39,2.0,3.0,3.8,2024-10-10T00:00:00.000Z
Minuwangoda,3.45,2.0,3.0,3.8,2024-10-11T00:00:00.000Z
Gampaha,2.32,2.0,3.0,3.8,2024-10-11T00:00:00.000Z
Ja-Ela,2.67,2.0,3.0,3.8,2024-10-11T00:00:00.000Z
Negombo,3.00,2.0,3.0,3.8,2024-10-11T00:00:00.000Z
Minuwangoda,2.81,2.0,3.0,3.8,2024-10-12T00:00:00.000Z
Gampaha,2.03,2.0,3.0,3.8,2024-10-12T00:00:00.000Z
Ja-Ela,2.24,2.0,3.0,3.8,2024-10-12T00:00:00.000Z
Negombo,3.29,2.0,3.0,3.8,2024-10-12T00:00:00.000Z
Minuwangoda,2.50,2.0,3.0,3.8,2024-10-13T00:00:00.000Z
Gampaha,3.20,2.0,3.0,3.8,2024-10-13T00:00:00.000Z
Ja-Ela,3.47,2.0,3.0,3.8,2024-10-13T00:00:00.000Z
Negombo,3.43,2.0,3.0,3.8,2024-10-13T00:00:00.000Z
Minuwangoda,2.84,2.0,3.0,3.8,2024-10-14T00:00:00.000Z
Gampaha,2.11,2.0,3.0,3.8,2024-10-14T00:00:00.000Z
Ja-Ela,2.44,2.0,3.0,3.8,2024-10-14T00:00:00.000Z
Negombo,2.57,2.0,3.0,3.8,2024-10-14T00:00:00.000Z
Minuwangoda,3.17,2.0,3.0,3.8,2024-10-15T00:00:00.000Z
Gampaha,3.37,2.0,3.0,3.8,2024-10-15T00:00:00.000Z
Ja-Ela,2.88,2.0,3.0,3.8,2024-10-15T00:00:00.000Z
Negombo,2.31,2.0,3.0,3.8,2024-10-15T00:00:00.000Z
Minuwangoda,2.77,2.0,3.0,3.8,2024-10-16T00:00:00.000Z
Gampaha,2.41,2.0,3.0,3.8,2024-10-16T00:00:00.000Z
Ja-Ela,3.05,2.0,3.0,3.8,2024-10-16T00:00:00.000Z
Negombo,2.21,2.0,3.0,3.8,2024-10-16T00:00:00.000Z
Minuwangoda,2.15,2.0,3.0,3.8,2024-10-17T00:00:00.000Z
Gampaha,2.02,2.0,3.0,3.8,2024-10-17T00:00:00.000Z
Ja-Ela,2.37,2.0,3.0,3.8,2024-10-17T00:00:00.000Z
Negombo,2.49,2.0,3.0,3.8,2024-10-17T00:00:00.000Z
Minuwangoda,2.94,2.0,3.0,3.8,2024-10-18T00:00:00.000Z
Gampaha,3.15,2.0,3.0,3.8,2024-10-18T00:00:00.000Z
Ja-Ela,2.78,2.0,3.0,3.8,2024-10-18T00:00:00.000Z
Negombo,2.40,2.0,3.0,3.8,2024-10-18T00:00:00.000Z
Minuwangoda,3.04,2.0,3.0,3.8,2024-10-19T00:00:00.000Z
Gampaha,2.19,2.0,3.0,3.8,2024-10-19T00:00:00.000Z
Ja-Ela,3.42,2.0,3.0,3.8,2024-10-19T00:00:00.000Z
Negombo,3.38,2.0,3.0,3.8,2024-10-19T00:00:00.000Z
Minuwangoda,2.92,2.0,3.0,3.8,2024-10-20T00:00:00.000Z
Gampaha,2.63,2.0,3.0,3.8,2024-10-20T00:00:00.000Z
Ja-Ela,3.10,2.0,3.0,3.8,2024-10-20T00:00:00.000Z
Negombo,3.20,2.0,3.0,3.8,2024-10-20T00:00:00.000Z
Minuwangoda,2.54,2.0,3.0,3.8,2024-10-21T00:00:00.000Z
Gampaha,2.75,2.0,3.0,3.8,2024-10-21T00:00:00.000Z
Ja-Ela,2.88,2.0,3.0,3.8,2024-10-21T00:00:00.000Z
Negombo,3.01,2.0,3.0,3.8,2024-10-21T00:00:00.000Z
Minuwangoda,3.39,2.0,3.0,3.8,2024-10-22T00:00:00.000Z
Gampaha,3.15,2.0,3.0,3.8,2024-10-22T00:00:00.000Z
Ja-Ela,3.44,2.0,3.0,3.8,2024-10-22T00:00:00.000Z
Negombo,2.43,2.0,3.0,3.8,2024-10-22T00:00:00.000Z
Minuwangoda,2.14,2.0,3.0,3.8,2024-10-23T00:00:00.000Z
Gampaha,2.32,2.0,3.0,3.8,2024-10-23T00:00:00.000Z
Ja-Ela,2.60,2.0,3.0,3.8,2024-10-23T00:00:00.000Z
Negombo,2.28,2.0,3.0,3.8,2024-10-23T00:00:00.000Z
Minuwangoda,2.10,2.0,3.0,3.8,2024-10-24T00:00:00.000Z
Gampaha,2.50,2.0,3.0,3.8,2024-10-24T00:00:00.000Z
Ja-Ela,2.54,2.0,3.0,3.8,2024-10-24T00:00:00.000Z
Negombo,2.98,2.0,3.0,3.8,2024-10-24T00:00:00.000Z
Minuwangoda,2.36,2.0,3.0,3.8,2024-10-25T00:00:00.000Z
Gampaha,2.27,2.0,3.0,3.8,2024-10-25T00:00:00.000Z
Ja-Ela,3.45,2.0,3.0,3.8,2024-10-25T00:00:00.000Z
Negombo,3.08,2.0,3.0,3.8,2024-10-25T00:00:00.000Z
Minuwangoda,2.12,2.0,3.0,3.8,2024-10-26T00:00:00.000Z
Gampaha,3.17,2.0,3.0,3.8,2024-10-26T00:00:00.000Z
Ja-Ela,2.05,2.0,3.0,3.8,2024-10-26T00:00:00.000Z
Negombo,2.65,2.0,3.0,3.8,2024-10-26T00:00:00.000Z
Minuwangoda,2.25,2.0,3.0,3.8,2024-10-27T00:00:00.000Z
Gampaha,3.11,2.0,3.0,3.8,2024-10-27T00:00:00.000Z
Ja-Ela,2.13,2.0,3.0,3.8,2024-10-27T00:00:00.000Z
Negombo,3.22,2.0,3.0,3.8,2024-10-27T00:00:00.000Z
Minuwangoda,2.33,2.0,3.0,3.8,2024-10-28T00:00:00.000Z
Gampaha,3.31,2.0,3.0,3.8,2024-10-28T00:00:00.000Z
Ja-Ela,3.47,2.0,3.0,3.8,2024-10-28T00:00:00.000Z
Negombo,2.31,2.0,3.0,3.8,2024-10-28T00:00:00.000Z
Minuwangoda,2.32,2.0,3.0,3.8,2024-10-29T00:00:00.000Z
Gampaha,2.21,2.0,3.0,3.8,2024-10-29T00:00:00.000Z
Ja-Ela,2.95,2.0,3.0,3.8,2024-10-29T00:00:00.000Z
Negombo,2.48,2.0,3.0,3.8,2024-10-29T00:00:00.000Z
Minuwangoda,3.37,2.0,3.0,3.8,2024-10-30T00:00:00.000Z
Gampaha,2.83,2.0,3.0,3.8,2024-10-30T00:00:00.000Z
Ja-Ela,3.02,2.0,3.0,3.8,2024-10-30T00:00:00.000Z
Negombo,2.53,2.0,3.0,3.8,2024-10-30T00:00:00.000Z
Minuwangoda,3.25,2.0,3.0,3.8,2024-10-31T00:00:00.000Z
Gampaha,2.64,2.0,3.0,3.8,2024-10-31T00:00:00.000Z
Ja-Ela,2.79,2.0,3.0,3.8,2024-10-31T00:00:00.000Z
Negombo,2.99,2.0,3.0,3.8,2024-10-31T00:00:00.000Z
Minuwangoda,2.22,2.0,3.0,3.8,2024-11-01T00:00:00.000Z
Gampaha,2.49,2.0,3.0,3.8,2024-11-01T00:00:00.000Z
Ja-Ela,2.46,2.0,3.0,3.8,2024-11-01T00:00:00.000Z
Negombo,3.30,2.0,3.0,3.8,2024-11-01T00:00:00.000Z
Minuwangoda,3.26,2.0,3.0,3.8,2024-11-02T00:00:00.000Z
Gampaha,3.42,2.0,3.0,3.8,2024-11-02T00:00:00.000Z
Ja-Ela,2.33,2.0,3.0,3.8,2024-11-02T00:00:00.000Z
Negombo,2.72,2.0,3.0,3.8,2024-11-02T00:00:00.000Z
Minuwangoda,3.17,2.0,3.0,3.8,2024-11-03T00:00:00.000Z
Gampaha,2.70,2.0,3.0,3.8,2024-11-03T00:00:00.000Z
Ja-Ela,2.39,2.0,3.0,3.8,2024-11-03T00:00:00.000Z
Negombo,2.27,2.0,3.0,3.8,2024-11-03T00:00:00.000Z
Minuwangoda,2.16,2.0,3.0,3.8,2024-11-04T00:00:00.000Z
Gampaha,3.44,2.0,3.0,3.8,2024-11-04T00:00:00.000Z
Ja-Ela,2.18,2.0,3.0,3.8,2024-11-04T00:00:00.000Z
Negombo,2.11,2.0,3.0,3.8,2024-11-04T00:00:00.000Z
Minuwangoda,3.05,2.0,3.0,3.8,2024-11-05T00:00:00.000Z
Gampaha,3.15,2.0,3.0,3.8,2024-11-05T00:00:00.000Z
Ja-Ela,2.17,2.0,3.0,3.8,2024-11-05T00:00:00.000Z
Negombo,3.39,2.0,3.0,3.8,2024-11-05T00:00:00.000Z
Minuwangoda,3.04,2.0,3.0,3.8,2024-11-06T00:00:00.000Z
Gampaha,2.59,2.0,3.0,3.8,2024-11-06T00:00:00.000Z
Ja-Ela,3.05,2.0,3.0,3.8,2024-11-06T00:00:00.000Z
Negombo,2.47,2.0,3.0,3.8,2024-11-06T00:00:00.000Z
Minuwangoda,2.53,2.0,3.0,3.8,2024-11-07T00:00:00.000Z
Gampaha,3.27,2.0,3.0,3.8,2024-11-07T00:00:00.000Z
Ja-Ela,3.26,2.0,3.0,3.8,2024-11-07T00:00:00.000Z
Negombo,2.49,2.0,3.0,3.8,2024-11-07T00:00:00.000Z
Minuwangoda,2.61,2.0,3.0,3.8,2024-11-08T00:00:00.000Z
Gampaha,3.49,2.0,3.0,3.8,2024-11-08T00:00:00.000Z
Ja-Ela,2.38,2.0,3.0,3.8,2024-11-08T00:00:00.000Z
Negombo,3.25,2.0,3.0,3.8,2024-11-08T00:00:00.000Z
Minuwangoda,2.79,2.0,3.0,3.8,2024-11-09T00:00:00.000Z
Gampaha,3.41,2.0,3.0,3.8,2024-11-09T00:00:00.000Z
Ja-Ela,2.01,2.0,3.0,3.8,2024-11-09T00:00:00.000Z
Negombo,3.30,2.0,3.0,3.8,2024-11-09T00:00:00.000Z
Minuwangoda,3.29,2.0,3.0,3.8,2024-11-10T00:00:00.000Z
Gampaha,3.36,2.0,3.0,3.8,2024-11-10T00:00:00.000Z
Ja-Ela,3.36,2.0,3.0,3.8,2024-11-10T00:00:00.000Z
Negombo,2.16,2.0,3.0,3.8,2024-11-10T00:00:00.000Z
Minuwangoda,2.68,2.0,3.0,3.8,2024-11-11T00:00:00.000Z
Gampaha,2.81,2.0,3.0,3.8,2024-11-11T00:00:00.000Z
Ja-Ela,3.50,2.0,3.0,3.8,2024-11-11T00:00:00.000Z
Negombo,2.26,2.0,3.0,3.8,2024-11-11T00:00:00.000Z
Minuwangoda,2.28,2.0,3.0,3.8,2024-11-12T00:00:00.000Z
Gampaha,2.52,2.0,3.0,3.8,2024-11-12T00:00:00.000Z
Ja-Ela,2.45,2.0,3.0,3.8,2024-11-12T00:00:00.000Z
Negombo,3.25,2.0,3.0,3.8,2024-11-12T00:00:00.000Z
Minuwangoda,2.24,2.0,3.0,3.8,2024-11-13T00:00:00.000Z
Gampaha,3.40,2.0,3.0,3.8,2024-11-13T00:00:00.000Z
Ja-Ela,3.28,2.0,3.0,3.8,2024-11-13T00:00:00.000Z
Negombo,2.67,2.0,3.0,3.8,2024-11-13T00:00:00.000Z
Minuwangoda,2.21,2.0,3.0,3.8,2024-11-14T00:00:00.000Z
Gampaha,3.16,2.0,3.0,3.8,2024-11-14T00:00:00.000Z
Ja-Ela,2.03,2.0,3.0,3.8,2024-11-14T00:00:00.000Z
Negombo,3.05,2.0,3.0,3.8,2024-11-14T00:00:00.000Z
Minuwangoda,2.11,2.0,3.0,3.8,2024-11-15T00:00:00.000Z
Gampaha,3.27,2.0,3.0,3.8,2024-11-15T00:00:00.000Z
Ja-Ela,2.14,2.0,3.0,3.8,2024-11-15T00:00:00.000Z
Negombo,3.11,2.0,3.0,3.8,2024-11-15T00:00:00.000Z
Minuwangoda,2.65,2.0,3.0,3.8,2024-11-16T00:00:00.000Z
Gampaha,3.32,2.0,3.0,3.8,2024-11-16T00:00:00.000Z
Ja-Ela,2.26,2.0,3.0,3.8,2024-11-16T00:00:00.000Z
Negombo,2.95,2.0,3.0,3.8,2024-11-16T00:00:00.000Z
Minuwangoda,2.78,2.0,3.0,3.8,2024-11-17T00:00:00.000Z
Gampaha,2.86,2.0,3.0,3.8,2024-11-17T00:00:00.000Z
Ja-Ela,2.01,2.0,3.0,3.8,2024-11-17T00:00:00.000Z
Negombo,2.48,2.0,3.0,3.8,2024-11-17T00:00:00.000Z
Minuwangoda,2.80,2.0,3.0,3.8,2024-11-18T00:00:00.000Z
Gampaha,3.00,2.0,3.0,3.8,2024-11-18T00:00:00.000Z
Ja-Ela,2.08,2.0,3.0,3.8,2024-11-18T00:00:00.000Z
Negombo,2.67,2.0,3.0,3.8,2024-11-18T00:00:00.000Z
Minuwangoda,2.39,2.0,3.0,3.8,2024-11-19T00:00:00.000Z
Gampaha,2.15,2.0,3.0,3.8,2024-11-19T00:00:00.000Z
Ja-Ela,2.44,2.0,3.0,3.8,2024-11-19T00:00:00.000Z
Negombo,2.24,2.0,3.0,3.8,2024-11-19T00:00:00.000Z
Minuwangoda,2.92,2.0,3.0,3.8,2024-11-20T00:00:00.000Z
Gampaha,2.44,2.0,3.0,3.8,2024-11-20T00:00:00.000Z
Ja-Ela,2.61,2.0,3.0,3.8,2024-11-20T00:00:00.000Z
Negombo,2.80,2.0,3.0,3.8,2024-11-20T00:00:00.000Z
Minuwangoda,2.26,2.0,3.0,3.8,2024-11-21T00:00:00.000Z
Gampaha,3.46,2.0,3.0,3.8,2024-11-21T00:00:00.000Z
Ja-Ela,3.16,2.0,3.0,3.8,2024-11-21T00:00:00.000Z
Negombo,2.58,2.0,3.0,3.8,2024-11-21T00:00:00.000Z
Minuwangoda,3.22,2.0,3.0,3.8,2024-11-22T00:00:00.000Z
Gampaha,3.11,2.0,3.0,3.8,2024-11-22T00:00:00.000Z
Ja-Ela,3.03,2.0,3.0,3.8,2024-11-22T00:00:00.000Z
Negombo,2.09,2.0,3.0,3.8,2024-11-22T00:00:00.000Z
Minuwangoda,3.36,2.0,3.0,3.8,2024-11-23T00:00:00.000Z
Gampaha,3.01,2.0,3.0,3.8,2024-11-23T00:00:00.000Z
Ja-Ela,2.46,2.0,3.0,3.8,2024-11-23T00:00:00.000Z
Negombo,2.40,2.0,3.0,3.8,2024-11-23T00:00:00.000Z
Minuwangoda,2.17,2.0,3.0,3.8,2024-11-24T00:00:00.000Z
Gampaha,3.07,2.0,3.0,3.8,2024-11-24T00:00:00.000Z
Ja-Ela,2.88,2.0,3.0,3.8,2024-11-24T00:00:00.000Z
Negombo,3.31,2.0,3.0,3.8,2024-11-24T00:00:00.000Z
Minuwangoda,3.42,2.0,3.0,3.8,2024-11-25T00:00:00.000Z
Gampaha,2.88,2.0,3.0,3.8,2024-11-25T00:00:00.000Z
Ja-Ela,3.03,2.0,3.0,3.8,2024-11-25T00:00:00.000Z
Negombo,2.32,2.0,3.0,3.8,2024-11-25T00:00:00.000Z
Minuwangoda,3.15,2.0,3.0,3.8,2024-11-26T00:00:00.000Z
Gampaha,2.16,2.0,3.0,3.8,2024-11-26T00:00:00.000Z
Ja-Ela,2.28,2.0,3.0,3.8,2024-11-26T00:00:00.000Z
Negombo,2.74,2.0,3.0,3.8,2024-11-26T00:00:00.000Z
Minuwangoda,2.13,2.0,3.0,3.8,2024-11-27T00:00:00.000Z
Gampaha,3.12,2.0,3.0,3.8,2024-11-27T00:00:00.000Z
Ja-Ela,3.10,2.0,3.0,3.8,2024-11-27T00:00:00.000Z
Negombo,3.38,2.0,3.0,3.8,2024-11-27T00:00:00.000Z
Minuwangoda,2.39,2.0,3.0,3.8,2024-11-28T00:00:00.000Z
Gampaha,2.22,2.0,3.0,3.8,2024-11-28T00:00:00.000Z
Ja-Ela,2.23,2.0,3.0,3.8,2024-11-28T00:00:00.000Z
Negombo,2.46,2.0,3.0,3.8,2024-11-28T00:00:00.000Z
Minuwangoda,2.49,2.0,3.0,3.8,2024-11-29T00:00:00.000Z
Gampaha,3.27,2.0,3.0,3.8,2024-11-29T00:00:00.000Z
Ja-Ela,2.81,2.0,3.0,3.8,2024-11-29T00:00:00.000Z
Negombo,2.83,2.0,3.0,3.8,2024-11-29T00:00:00.000Z
Minuwangoda,2.67,2.0,3.0,3.8,2024-11-30T00:00:00.000Z
Gampaha,3.11,2.0,3.0,3.8,2024-11-30T00:00:00.000Z
Ja-Ela,2.60,2.0,3.0,3.8,2024-11-30T00:00:00.000Z
Negombo,2.96,2.0,3.0,3.8,2024-11-30T00:00:00.000Z
Minuwangoda,1.25,2.0,3.0,3.8,2024-12-01T00:00:00.000Z
Gampaha,1.61,2.0,3.0,3.8,2024-12-01T00:00:00.000Z
Ja-Ela,1.06,2.0,3.0,3.8,2024-12-01T00:00:00.000Z
Negombo,1.18,2.0,3.0,3.8,2024-12-01T00:00:00.000Z
Minuwangoda,1.79,2.0,3.0,3.8,2024-12-02T00:00:00.000Z
Gampaha,2.19,2.0,3.0,3.8,2024-12-02T00:00:00.000Z
Ja-Ela,1.83,2.0,3.0,3.8,2024-12-02T00:00:00.000Z
Negombo,1.30,2.0,3.0,3.8,2024-12-02T00:00:00.000Z
Minuwangoda,1.19,2.0,3.0,3.8,2024-12-03T00:00:00.000Z
Gampaha,1.12,2.0,3.0,3.8,2024-12-03T00:00:00.000Z
Ja-Ela,1.99,2.0,3.0,3.8,2024-12-03T00:00:00.000Z
Negombo,1.58,2.0,3.0,3.8,2024-12-03T00:00:00.000Z
Minuwangoda,2.05,2.0,3.0,3.8,2024-12-04T00:00:00.000Z
Gampaha,1.61,2.0,3.0,3.8,2024-12-04T00:00:00.000Z
Ja-Ela,1.59,2.0,3.0,3.8,2024-12-04T00:00:00.000Z
Negombo,1.74,2.0,3.0,3.8,2024-12-04T00:00:00.000Z
Minuwangoda,1.28,2.0,3.0,3.8,2024-12-05T00:00:00.000Z
Gampaha,2.11,2.0,3.0,3.8,2024-12-05T00:00:00.000Z
Ja-Ela,1.91,2.0,3.0,3.8,2024-12-05T00:00:00.000Z
Negombo,1.46,2.0,3.0,3.8,2024-12-05T00:00:00.000Z
Minuwangoda,1.65,2.0,3.0,3.8,2024-12-06T00:00:00.000Z
Gampaha,1.63,2.0,3.0,3.8,2024-12-06T00:00:00.000Z
Ja-Ela,1.96,2.0,3.0,3.8,2024-12-06T00:00:00.000Z
Negombo,1.20,2.0,3.0,3.8,2024-12-06T00:00:00.000Z
Minuwangoda,1.03,2.0,3.0,3.8,2024-12-07T00:00:00.000Z
Gampaha,1.42,2.0,3.0,3.8,2024-12-07T00:00:00.000Z
Ja-Ela,2.02,2.0,3.0,3.8,2024-12-07T00:00:00.000Z
Negombo,1.22,2.0,3.0,3.8,2024-12-07T00:00:00.000Z
Minuwangoda,1.11,2.0,3.0,3.8,2024-12-08T00:00:00.000Z
Gampaha,2.15,2.0,3.0,3.8,2024-12-08T00:00:00.000Z
Ja-Ela,1.43,2.0,3.0,3.8,2024-12-08T00:00:00.000Z
Negombo,1.43,2.0,3.0,3.8,2024-12-08T00:00:00.000Z
Minuwangoda,1.92,2.0,3.0,3.8,2024-12-09T00:00:00.000Z
Gampaha,1.91,2.0,3.0,3.8,2024-12-09T00:00:00.000Z
Ja-Ela,1.13,2.0,3.0,3.8,2024-12-09T00:00:00.000Z
Negombo,1.25,2.0,3.0,3.8,2024-12-09T00:00:00.000Z
Minuwangoda,1.18,2.0,3.0,3.8,2024-12-10T00:00:00.000Z
Gampaha,1.83,2.0,3.0,3.8,2024-12-10T00:00:00.000Z
Ja-Ela,1.29,2.0,3.0,3.8,2024-12-10T00:00:00.000Z
Negombo,1.06,2.0,3.0,3.8,2024-12-10T00:00:00.000Z
Minuwangoda,2.19,2.0,3.0,3.8,2024-12-11T00:00:00.000Z
Gampaha,1.66,2.0,3.0,3.8,2024-12-11T00:00:00.000Z
Ja-Ela,1.41,2.0,3.0,3.8,2024-12-11T00:00:00.000Z
Negombo,1.56,2.0,3.0,3.8,2024-12-11T00:00:00.000Z
Minuwangoda,1.10,2.0,3.0,3.8,2024-12-12T00:00:00.000Z
Gampaha,1.82,2.0,3.0,3.8,2024-12-12T00:00:00.000Z
Ja-Ela,1.10,2.0,3.0,3.8,2024-12-12T00:00:00.000Z
Negombo,1.61,2.0,3.0,3.8,2024-12-12T00:00:00.000Z
Minuwangoda,1.53,2.0,3.0,3.8,2024-12-13T00:00:00.000Z
Gampaha,1.60,2.0,3.0,3.8,2024-12-13T00:00:00.000Z
Ja-Ela,1.67,2.0,3.0,3.8,2024-12-13T00:00:00.000Z
Negombo,1.53,2.0,3.0,3.8,2024-12-13T00:00:00.000Z
Minuwangoda,1.12,2.0,3.0,3.8,2024-12-14T00:00:00.000Z
Gampaha,1.11,2.0,3.0,3.8,2024-12-14T00:00:00.000Z
Ja-Ela,1.11,2.0,3.0,3.8,2024-12-14T00:00:00.000Z
Negombo,1.91,2.0,3.0,3.8,2024-12-14T00:00:00.000Z
Minuwangoda,1.49,2.0,3.0,3.8,2024-12-15T00:00:00.000Z
Gampaha,1.24,2.0,3.0,3.8,2024-12-15T00:00:00.000Z
Ja-Ela,1.05,2.0,3.0,3.8,2024-12-15T00:00:00.000Z
Negombo,2.20,2.0,3.0,3.8,2024-12-15T00:00:00.000Z
Minuwangoda,1.82,2.0,3.0,3.8,2024-12-16T00:00:00.000Z
Gampaha,2.03,2.0,3.0,3.8,2024-12-16T00:00:00.000Z
Ja-Ela,1.92,2.0,3.0,3.8,2024-12-16T00:00:00.000Z
