location,temperature,humidity,pressure,rainfall,recordedAt,source
Ja-Ela,31.2,72,1008,25.84,2025-07-02T00:00:00.000Z,Simulated
Negombo,27.2,75,1009,43.98,2025-07-02T00:00:00.000Z,Simulated
Minuwangoda,27.3,76,1000,36.87,2025-07-03T00:00:00.000Z,Simulated
Gampaha,29.9,91,1009,57.05,2025-07-03T00:00:00.000Z,Simulated
Ja-Ela,31.3,84,1009,59.54,2025-07-03T00:00:00.000Z,Simulated
Negombo,28.2,88,1007,1.74,2025-07-03T00:00:00.000Z,Simulated
Minuwangoda,29.9,65,1001,63.66,2025-07-04T00:00:00.000Z,Simulated
Gampaha,29.0,69,1007,75.10,2025-07-04T00:00:00.000Z,Simulated
Ja-Ela,29.2,73,1001,38.17,2025-07-04T00:00:00.000Z,Simulated
Negombo,28.7,74,1008,46.59,2025-07-04T00:00:00.000Z,Simulated
Minuwangoda,31.9,79,1009,28.44,2025-07-05T00:00:00.000Z,Simulated
Gampaha,28.3,89,1002,1.21,2025-07-05T00:00:00.000Z,Simulated
Ja-Ela,30.1,84,1005,10.07,2025-07-05T00:00:00.000Z,Simulated
Negombo,31.8,77,1003,71.11,2025-07-05T00:00:00.000Z,Simulated
Minuwangoda,30.1,84,1007,42.33,2025-07-06T00:00:00.000Z,Simulated
Gampaha,29.3,74,1008,3.87,2025-07-06T00:00:00.000Z,Simulated
Ja-Ela,27.6,94,1005,58.93,2025-07-06T00:00:00.000Z,Simulated
Negombo,31.3,70,1003,79.30,2025-07-06T00:00:00.000Z,Simulated
Minuwangoda,27.4,74,1000,75.74,2025-07-07T00:00:00.000Z,Simulated
Gampaha,28.6,67,1007,30.03,2025-07-07T00:00:00.000Z,Simulated
Ja-Ela,26.7,93,1004,55.86,2025-07-07T00:00:00.000Z,Simulated
Negombo,28.0,72,1004,72.55,2025-07-07T00:00:00.000Z,Simulated
Minuwangoda,31.7,91,1007,29.72,2025-07-08T00:00:00.000Z,Simulated
Gampaha,28.2,88,1008,17.95,2025-07-08T00:00:00.000Z,Simulated
Ja-Ela,30.5,67,1005,25.02,2025-07-08T00:00:00.000Z,Simulated
Negombo,26.3,71,1006,11.39,2025-07-08T00:00:00.000Z,Simulated
Minuwangoda,28.8,92,1010,55.95,2025-07-09T00:00:00.000Z,Simulated
Gampaha,31.0,79,1007,59.71,2025-07-09T00:00:00.000Z,Simulated
Ja-Ela,27.2,85,1006,19.18,2025-07-09T00:00:00.000Z,Simulated
Negombo,28.4,94,1007,30.59,2025-07-09T00:00:00.000Z,Simulated
Minuwangoda,26.5,91,1007,49.40,2025-07-10T00:00:00.000Z,Simulated
Gampaha,26.2,83,1005,46.96,2025-07-10T00:00:00.000Z,Simulated
Ja-Ela,27.6,89,1003,38.96,2025-07-10T00:00:00.000Z,Simulated
Negombo,30.3,88,1001,71.10,2025-07-10T00:00:00.000Z,Simulated
Minuwangoda,31.8,92,1009,35.81,2025-07-11T00:00:00.000Z,Simulated
Gampaha,26.5,76,1009,7.24,2025-07-11T00:00:00.000Z,Simulated
Ja-Ela,26.4,70,1009,21.05,2025-07-11T00:00:00.000Z,Simulated
Negombo,28.1,78,1004,21.27,2025-07-11T00:00:00.000Z,Simulated
Minuwangoda,30.7,89,1008,65.71,2025-07-12T00:00:00.000Z,Simulated
Gampaha,29.5,68,1007,72.42,2025-07-12T00:00:00.000Z,Simulated
Ja-Ela,30.3,84,1008,75.78,2025-07-12T00:00:00.000Z,Simulated
Negombo,28.5,84,1008,39.09,2025-07-12T00:00:00.000Z,Simulated
Minuwangoda,30.1,68,1001,27.07,2025-07-13T00:00:00.000Z,Simulated
Gampaha,26.3,89,1001,40.72,2025-07-13T00:00:00.000Z,Simulated
Ja-Ela,29.8,85,1003,18.97,2025-07-13T00:00:00.000Z,Simulated
Negombo,30.5,93,1008,12.28,2025-07-13T00:00:00.000Z,Simulated
Minuwangoda,26.5,69,1004,60.81,2025-07-14T00:00:00.000Z,Simulated
Gampaha,31.8,81,1009,22.66,2025-07-14T00:00:00.000Z,Simulated
Ja-Ela,29.0,71,1003,7.08,2025-07-14T00:00:00.000Z,Simulated
Negombo,28.7,93,1007,67.65,2025-07-14T00:00:00.000Z,Simulated
Minuwangoda,30.3,83,1000,72.68,2025-07-15T00:00:00.000Z,Simulated
Gampaha,28.0,74,1007,71.92,2025-07-15T00:00:00.000Z,Simulated
Ja-Ela,28.5,70,1003,55.68,2025-07-15T00:00:00.000Z,Simulated
Negombo,31.6,92,1002,19.10,2025-07-15T00:00:00.000Z,Simulated
Minuwangoda,31.2,75,1009,38.57,2025-07-16T00:00:00.000Z,Simulated
Gampaha,27.2,89,1003,16.45,2025-07-16T00:00:00.000Z,Simulated
Ja-Ela,29.3,81,1006,62.53,2025-07-16T00:00:00.000Z,Simulated
Negombo,28.4,76,1009,58.29,2025-07-16T00:00:00.000Z,Simulated
Minuwangoda,30.5,86,1004,16.65,2025-07-17T00:00:00.000Z,Simulated
Gampaha,27.4,84,1003,25.29,2025-07-17T00:00:00.000Z,Simulated
Ja-Ela,28.3,65,1006,38.32,2025-07-17T00:00:00.000Z,Simulated
Negombo,30.5,67,1009,27.98,2025-07-17T00:00:00.000Z,Simulated
Minuwangoda,30.5,80,1007,73.06,2025-07-18T00:00:00.000Z,Simulated
Gampaha,28.8,72,1006,67.04,2025-07-18T00:00:00.000Z,Simulated
Ja-Ela,31.9,82,1006,56.63,2025-07-18T00:00:00.000Z,Simulated
Negombo,29.5,69,1003,45.50,2025-07-18T00:00:00.000Z,Simulated
Minuwangoda,27.2,94,1005,66.10,2025-07-19T00:00:00.000Z,Simulated
Gampaha,27.1,73,1004,20.58,2025-07-19T00:00:00.000Z,Simulated
Ja-Ela,30.4,90,1000,36.30,2025-07-19T00:00:00.000Z,Simulated
Negombo,26.7,91,1001,18.62,2025-07-19T00:00:00.000Z,Simulated
Minuwangoda,27.0,77,1008,50.95,2025-07-20T00:00:00.000Z,Simulated
Gampaha,29.1,93,1008,78.82,2025-07-20T00:00:00.000Z,Simulated
Ja-Ela,28.1,80,1010,79.14,2025-07-20T00:00:00.000Z,Simulated
Negombo,30.4,81,1006,70.51,2025-07-20T00:00:00.000Z,Simulated
Minuwangoda,26.2,84,1002,62.73,2025-07-21T00:00:00.000Z,Simulated
Gampaha,30.0,67,1001,0.22,2025-07-21T00:00:00.000Z,Simulated
Ja-Ela,29.6,76,1003,52.46,2025-07-21T00:00:00.000Z,Simulated
Negombo,26.5,77,1008,79.89,2025-07-21T00:00:00.000Z,Simulated
Minuwangoda,27.0,74,1003,18.34,2025-07-22T00:00:00.000Z,Simulated
Gampaha,26.3,85,1009,33.90,2025-07-22T00:00:00.000Z,Simulated
Ja-Ela,28.2,78,1002,33.76,2025-07-22T00:00:00.000Z,Simulated
Negombo,31.8,80,1007,31.30,2025-07-22T00:00:00.000Z,Simulated
Minuwangoda,26.4,82,1001,37.18,2025-07-23T00:00:00.000Z,Simulated
Gampaha,27.8,76,1006,16.53,2025-07-23T00:00:00.000Z,Simulated
Ja-Ela,28.6,87,1003,68.85,2025-07-23T00:00:00.000Z,Simulated
Negombo,29.6,67,1002,18.51,2025-07-23T00:00:00.000Z,Simulated
Minuwangoda,30.2,80,1009,2.13,2025-07-24T00:00:00.000Z,Simulated
Gampaha,31.8,67,1009,35.52,2025-07-24T00:00:00.000Z,Simulated
Ja-Ela,27.6,81,1001,48.88,2025-07-24T00:00:00.000Z,Simulated
Negombo,28.9,81,1003,8.46,2025-07-24T00:00:00.000Z,Simulated
Minuwangoda,28.1,84,1005,4.53,2025-07-25T00:00:00.000Z,Simulated
Gampaha,28.0,93,1001,31.17,2025-07-25T00:00:00.000Z,Simulated
Ja-Ela,28.0,73,1004,36.02,2025-07-25T00:00:00.000Z,Simulated
Negombo,30.3,69,1006,33.30,2025-07-25T00:00:00.000Z,Simulated
Minuwangoda,26.3,94,1008,4.74,2025-07-26T00:00:00.000Z,Simulated
Gampaha,30.0,79,1004,25.42,2025-07-26T00:00:00.000Z,Simulated
Ja-Ela,29.8,78,1001,45.64,2025-07-26T00:00:00.000Z,Simulated
Negombo,31.7,81,1001,57.52,2025-07-26T00:00:00.000Z,Simulated
Minuwangoda,28.0,73,1001,2.32,2025-07-27T00:00:00.000Z,Simulated
Gampaha,29.6,86,1005,28.89,2025-07-27T00:00:00.000Z,Simulated
Ja-Ela,31.2,85,1004,70.54,2025-07-27T00:00:00.000Z,Simulated
Negombo,26.9,72,1008,56.30,2025-07-27T00:00:00.000Z,Simulated
Minuwangoda,30.9,85,1001,29.36,2025-07-28T00:00:00.000Z,Simulated
Gampaha,26.2,80,1004,53.78,2025-07-28T00:00:00.000Z,Simulated
Ja-Ela,29.5,71,1006,52.79,2025-07-28T00:00:00.000Z,Simulated
Negombo,30.3,82,1001,42.67,2025-07-28T00:00:00.000Z,Simulated
Minuwangoda,26.3,81,1010,24.42,2025-07-29T00:00:00.000Z,Simulated
Gampaha,31.8,87,1002,67.85,2025-07-29T00:00:00.000Z,Simulated
Ja-Ela,26.4,93,1006,31.69,2025-07-29T00:00:00.000Z,Simulated
Negombo,30.4,72,1002,37.09,2025-07-29T00:00:00.000Z,Simulated
Minuwangoda,28.9,68,1005,30.52,2025-07-30T00:00:00.000Z,Simulated
Gampaha,27.2,93,1006,0.87,2025-07-30T00:00:00.000Z,Simulated
Ja-Ela,28.1,72,1000,71.41,2025-07-30T00:00:00.000Z,Simulated
Negombo,31.5,85,1009,64.60,2025-07-30T00:00:00.000Z,Simulated
Minuwangoda,29.0,66,1002,31.93,2025-07-31T00:00:00.000Z,Simulated
Gampaha,26.1,72,1002,56.96,2025-07-31T00:00:00.000Z,Simulated
Ja-Ela,30.5,93,1009,27.33,2025-07-31T00:00:00.000Z,Simulated
Negombo,30.9,90,1009,42.28,2025-07-31T00:00:00.000Z,Simulated
Minuwangoda,26.3,76,1001,50.10,2025-08-01T00:00:00.000Z,Simulated
Gampaha,30.7,67,1005,30.97,2025-08-01T00:00:00.000Z,Simulated
Ja-Ela,27.1,72,1006,70.14,2025-08-01T00:00:00.000Z,Simulated
Negombo,30.6,86,1004,59.96,2025-08-01T00:00:00.000Z,Simulated
Minuwangoda,28.9,79,1004,36.05,2025-08-02T00:00:00.000Z,Simulated
Gampaha,27.6,70,1005,22.95,2025-08-02T00:00:00.000Z,Simulated
Ja-Ela,27.0,74,1004,30.02,2025-08-02T00:00:00.000Z,Simulated
Negombo,27.5,71,1009,70.50,2025-08-02T00:00:00.000Z,Simulated
Minuwangoda,27.2,70,1001,60.86,2025-08-03T00:00:00.000Z,Simulated
Gampaha,31.4,71,1001,1.75,2025-08-03T00:00:00.000Z,Simulated
Ja-Ela,29.6,85,1004,76.74,2025-08-03T00:00:00.000Z,Simulated
Negombo,26.8,84,1003,48.54,2025-08-03T00:00:00.000Z,Simulated
Minuwangoda,28.5,92,1008,26.89,2025-08-04T00:00:00.000Z,Simulated
Gampaha,30.5,91,1003,39.09,2025-08-04T00:00:00.000Z,Simulated
Ja-Ela,30.9,69,1007,53.66,2025-08-04T00:00:00.000Z,Simulated
Negombo,29.4,88,1005,25.56,2025-08-04T00:00:00.000Z,Simulated
Minuwangoda,28.4,85,1005,6.09,2025-08-05T00:00:00.000Z,Simulated
Gampaha,31.1,73,1005,51.22,2025-08-05T00:00:00.000Z,Simulated
Ja-Ela,31.6,70,1003,1.03,2025-08-05T00:00:00.000Z,Simulated
Negombo,29.3,78,1005,41.47,2025-08-05T00:00:00.000Z,Simulated
Minuwangoda,27.8,92,1001,35.01,2025-08-06T00:00:00.000Z,Simulated
Gampaha,28.5,71,1006,21.21,2025-08-06T00:00:00.000Z,Simulated
Ja-Ela,28.5,69,1008,76.99,2025-08-06T00:00:00.000Z,Simulated
Negombo,29.2,83,1004,33.16,2025-08-06T00:00:00.000Z,Simulated
Minuwangoda,27.9,73,1005,55.24,2025-08-07T00:00:00.000Z,Simulated
Gampaha,28.7,68,1003,3.24,2025-08-07T00:00:00.000Z,Simulated
Ja-Ela,29.6,91,1003,73.11,2025-08-07T00:00:00.000Z,Simulated
Negombo,31.9,73,1000,70.43,2025-08-07T00:00:00.000Z,Simulated
Minuwangoda,30.0,68,1007,55.38,2025-08-08T00:00:00.000Z,Simulated
Gampaha,27.9,69,1006,62.12,2025-08-08T00:00:00.000Z,Simulated
Ja-Ela,30.4,89,1008,57.63,2025-08-08T00:00:00.000Z,Simulated
Negombo,27.4,80,1008,4.42,2025-08-08T00:00:00.000Z,Simulated
Minuwangoda,30.7,84,1005,18.59,2025-08-09T00:00:00.000Z,Simulated
Gampaha,31.7,92,1008,37.26,2025-08-09T00:00:00.000Z,Simulated
Ja-Ela,28.5,89,1003,45.56,2025-08-09T00:00:00.000Z,Simulated
Negombo,28.6,86,1005,60.20,2025-08-09T00:00:00.000Z,Simulated
Minuwangoda,27.0,94,1007,17.29,2025-08-10T00:00:00.000Z,Simulated
Gampaha,29.9,85,1006,65.13,2025-08-10T00:00:00.000Z,Simulated
Ja-Ela,29.4,94,1001,29.54,2025-08-10T00:00:00.000Z,Simulated
Negombo,31.7,75,1010,33.41,2025-08-10T00:00:00.000Z,Simulated
Minuwangoda,26.1,70,1010,4.45,2025-08-11T00:00:00.000Z,Simulated
Gampaha,30.3,71,1008,74.27,2025-08-11T00:00:00.000Z,Simulated
Ja-Ela,30.2,87,1008,69.57,2025-08-11T00:00:00.000Z,Simulated
Negombo,27.5,74,1000,18.45,2025-08-11T00:00:00.000Z,Simulated
Minuwangoda,28.2,94,1003,71.61,2025-08-12T00:00:00.000Z,Simulated
Gampaha,27.1,86,1006,66.59,2025-08-12T00:00:00.000Z,Simulated
Ja-Ela,29.5,80,1004,53.57,2025-08-12T00:00:00.000Z,Simulated
Negombo,26.1,74,1006,9.83,2025-08-12T00:00:00.000Z,Simulated
Minuwangoda,31.8,70,1005,11.00,2025-08-13T00:00:00.000Z,Simulated
Gampaha,31.6,74,1010,64.10,2025-08-13T00:00:00.000Z,Simulated
Ja-Ela,30.6,70,1005,54.34,2025-08-13T00:00:00.000Z,Simulated
Negombo,26.2,82,1004,35.52,2025-08-13T00:00:00.000Z,Simulated
Minuwangoda,28.5,86,1002,54.17,2025-08-14T00:00:00.000Z,Simulated
Gampaha,28.7,69,1000,5.46,2025-08-14T00:00:00.000Z,Simulated
Ja-Ela,26.8,70,1009,39.60,2025-08-14T00:00:00.000Z,Simulated
Negombo,31.0,78,1002,69.59,2025-08-14T00:00:00.000Z,Simulated
Minuwangoda,30.7,67,1005,42.44,2025-08-15T00:00:00.000Z,Simulated
Gampaha,27.6,77,1009,70.51,2025-08-15T00:00:00.000Z,Simulated
Ja-Ela,28.3,94,1004,71.10,2025-08-15T00:00:00.000Z,Simulated
Negombo,30.9,67,1009,68.45,2025-08-15T00:00:00.000Z,Simulated
Minuwangoda,31.6,92,1007,67.93,2025-08-16T00:00:00.000Z,Simulated
Gampaha,28.8,74,1006,15.04,2025-08-16T00:00:00.000Z,Simulated
Ja-Ela,29.5,68,1005,55.49,2025-08-16T00:00:00.000Z,Simulated
Negombo,26.9,84,1002,62.99,2025-08-16T00:00:00.000Z,Simulated
Minuwangoda,30.5,85,1003,68.50,2025-08-17T00:00:00.000Z,Simulated
Gampaha,31.2,81,1006,38.61,2025-08-17T00:00:00.000Z,Simulated
Ja-Ela,32.0,65,1005,44.53,2025-08-17T00:00:00.000Z,Simulated
Negombo,27.2,78,1006,70.66,2025-08-17T00:00:00.000Z,Simulated
Minuwangoda,30.4,91,1001,23.80,2025-08-18T00:00:00.000Z,Simulated
Gampaha,27.0,91,1001,12.09,2025-08-18T00:00:00.000Z,Simulated
Ja-Ela,27.8,88,1001,77.31,2025-08-18T00:00:00.000Z,Simulated
Negombo,31.1,73,1005,20.84,2025-08-18T00:00:00.000Z,Simulated
Minuwangoda,27.6,92,1004,70.99,2025-08-19T00:00:00.000Z,Simulated
Gampaha,29.6,91,1001,28.03,2025-08-19T00:00:00.000Z,Simulated
Ja-Ela,29.6,79,1008,27.87,2025-08-19T00:00:00.000Z,Simulated
Negombo,28.0,71,1000,1.03,2025-08-19T00:00:00.000Z,Simulated
Minuwangoda,31.5,93,1009,67.71,2025-08-20T00:00:00.000Z,Simulated
Gampaha,27.0,73,1003,31.88,2025-08-20T00:00:00.000Z,Simulated
Ja-Ela,29.0,94,1008,37.79,2025-08-20T00:00:00.000Z,Simulated
Negombo,26.7,94,1006,25.69,2025-08-20T00:00:00.000Z,Simulated
Minuwangoda,28.7,77,1001,62.16,2025-08-21T00:00:00.000Z,Simulated
Gampaha,31.2,66,1003,77.22,2025-08-21T00:00:00.000Z,Simulated
Ja-Ela,31.6,91,1010,15.42,2025-08-21T00:00:00.000Z,Simulated
Negombo,26.0,87,1004,3.29,2025-08-21T00:00:00.000Z,Simulated
Minuwangoda,30.4,83,1002,40.66,2025-08-22T00:00:00.000Z,Simulated
Gampaha,30.8,75,1008,14.76,2025-08-22T00:00:00.000Z,Simulated
Ja-Ela,27.0,78,1010,50.77,2025-08-22T00:00:00.000Z,Simulated
Negombo,30.6,92,1006,34.26,2025-08-22T00:00:00.000Z,Simulated
Minuwangoda,26.9,86,1009,38.21,2025-08-23T00:00:00.000Z,Simulated
Gampaha,29.7,70,1007,54.37,2025-08-23T00:00:00.000Z,Simulated
Ja-Ela,27.3,93,1007,25.86,2025-08-23T00:00:00.000Z,Simulated
Negombo,28.6,87,1004,56.14,2025-08-23T00:00:00.000Z,Simulated
Minuwangoda,31.4,66,1004,8.25,2025-08-24T00:00:00.000Z,Simulated
Gampaha,31.3,94,1009,17.99,2025-08-24T00:00:00.000Z,Simulated
Ja-Ela,26.5,88,1002,2.52,2025-08-24T00:00:00.000Z,Simulated
Negombo,27.2,83,1007,36.96,2025-08-24T00:00:00.000Z,Simulated
Minuwangoda,28.9,71,1004,12.64,2025-08-25T00:00:00.000Z,Simulated
Gampaha,26.9,95,1007,3.84,2025-08-25T00:00:00.000Z,Simulated
Ja-Ela,31.1,95,1006,69.01,2025-08-25T00:00:00.000Z,Simulated
Negombo,26.8,83,1006,27.78,2025-08-25T00:00:00.000Z,Simulated
Minuwangoda,29.4,73,1009,61.05,2025-08-26T00:00:00.000Z,Simulated
Gampaha,29.3,73,1004,79.87,2025-08-26T00:00:00.000Z,Simulated
Ja-Ela,28.5,89,1008,53.01,2025-08-26T00:00:00.000Z,Simulated
Negombo,30.8,85,1001,63.23,2025-08-26T00:00:00.000Z,Simulated
Minuwangoda,29.7,78,1006,39.49,2025-08-27T00:00:00.000Z,Simulated
Gampaha,26.9,72,1002,52.44,2025-08-27T00:00:00.000Z,Simulated
Ja-Ela,30.1,92,1001,59.57,2025-08-27T00:00:00.000Z,Simulated
Negombo,31.7,74,1000,22.19,2025-08-27T00:00:00.000Z,Simulated
Minuwangoda,29.3,79,1007,13.98,2025-08-28T00:00:00.000Z,Simulated
Gampaha,26.8,68,1009,9.62,2025-08-28T00:00:00.000Z,Simulated
Ja-Ela,31.5,88,1004,72.46,2025-08-28T00:00:00.000Z,Simulated
Negombo,29.8,86,1004,32.76,2025-08-28T00:00:00.000Z,Simulated
Minuwangoda,30.7,72,1000,52.62,2025-08-29T00:00:00.000Z,Simulated
Gampaha,26.6,73,1000,76.75,2025-08-29T00:00:00.000Z,Simulated
Ja-Ela,30.8,92,1002,13.86,2025-08-29T00:00:00.000Z,Simulated
Negombo,28.0,81,1002,70.67,2025-08-29T00:00:00.000Z,Simulated
Minuwangoda,26.6,93,1003,28.49,2025-08-30T00:00:00.000Z,Simulated
Gampaha,29.4,90,1007,57.86,2025-08-30T00:00:00.000Z,Simulated
Ja-Ela,27.7,83,1006,66.64,2025-08-30T00:00:00.000Z,Simulated
Negombo,29.3,89,1003,53.03,2025-08-30T00:00:00.000Z,Simulated
Minuwangoda,31.1,92,1002,35.63,2025-08-31T00:00:00.000Z,Simulated
Gampaha,29.3,94,1009,16.32,2025-08-31T00:00:00.000Z,Simulated
Ja-Ela,26.7,68,1002,61.57,2025-08-31T00:00:00.000Z,Simulated
Negombo,31.9,69,1010,37.81,2025-08-31T00:00:00.000Z,Simulated
Minuwangoda,32.0,81,1009,37.59,2025-09-01T00:00:00.000Z,Simulated
Gampaha,30.3,67,1007,8.66,2025-09-01T00:00:00.000Z,Simulated
Ja-Ela,26.6,93,1007,67.43,2025-09-01T00:00:00.000Z,Simulated
Negombo,30.2,87,1004,74.09,2025-09-01T00:00:00.000Z,Simulated
Minuwangoda,28.9,79,1007,14.90,2025-09-02T00:00:00.000Z,Simulated
Gampaha,28.8,89,1007,13.80,2025-09-02T00:00:00.000Z,Simulated
Ja-Ela,28.9,79,1003,3.39,2025-09-02T00:00:00.000Z,Simulated
Negombo,30.4,92,1004,45.03,2025-09-02T00:00:00.000Z,Simulated
Minuwangoda,31.2,69,1009,19.92,2025-09-03T00:00:00.000Z,Simulated
Gampaha,31.3,82,1004,66.81,2025-09-03T00:00:00.000Z,Simulated
Ja-Ela,28.4,70,1001,7.21,2025-09-03T00:00:00.000Z,Simulated
Negombo,28.5,71,1004,62.07,2025-09-03T00:00:00.000Z,Simulated
Minuwangoda,28.4,82,1009,17.30,2025-09-04T00:00:00.000Z,Simulated
Gampaha,31.4,67,1004,19.92,2025-09-04T00:00:00.000Z,Simulated
Ja-Ela,26.8,89,1008,50.58,2025-09-04T00:00:00.000Z,Simulated
Negombo,26.7,84,1004,49.09,2025-09-04T00:00:00.000Z,Simulated
Minuwangoda,28.6,85,1010,21.00,2025-09-05T00:00:00.000Z,Simulated
Gampaha,30.0,86,1002,28.65,2025-09-05T00:00:00.000Z,Simulated
Ja-Ela,28.0,76,1010,34.00,2025-09-05T00:00:00.000Z,Simulated
Negombo,28.6,89,1005,39.82,2025-09-05T00:00:00.000Z,Simulated
Minuwangoda,27.6,66,1005,37.84,2025-09-06T00:00:00.000Z,Simulated
Gampaha,30.2,72,1009,18.47,2025-09-06T00:00:00.000Z,Simulated
Ja-Ela,31.4,81,1008,5.50,2025-09-06T00:00:00.000Z,Simulated
Negombo,27.2,91,1006,67.50,2025-09-06T00:00:00.000Z,Simulated
Minuwangoda,29.1,74,1008,57.94,2025-09-07T00:00:00.000Z,Simulated
Gampaha,31.5,76,1005,53.24,2025-09-07T00:00:00.000Z,Simulated
Ja-Ela,28.4,72,1004,33.53,2025-09-07T00:00:00.000Z,Simulated
Negombo,29.9,81,1002,26.33,2025-09-07T00:00:00.000Z,Simulated
Minuwangoda,29.9,74,1003,62.43,2025-09-08T00:00:00.000Z,Simulated
Gampaha,29.7,72,1008,48.77,2025-09-08T00:00:00.000Z,Simulated
Ja-Ela,26.2,71,1009,33.53,2025-09-08T00:00:00.000Z,Simulated
Negombo,31.1,91,1009,32.22,2025-09-08T00:00:00.000Z,Simulated
Minuwangoda,29.7,77,1008,29.84,2025-09-09T00:00:00.000Z,Simulated
Gampaha,26.4,69,1008,11.86,2025-09-09T00:00:00.000Z,Simulated
Ja-Ela,28.4,81,1001,43.44,2025-09-09T00:00:00.000Z,Simulated
Negombo,26.8,76,1003,1.81,2025-09-09T00:00:00.000Z,Simulated
Minuwangoda,28.1,67,1009,7.21,2025-09-10T00:00:00.000Z,Simulated
Gampaha,27.8,92,1005,71.78,2025-09-10T00:00:00.000Z,Simulated
Ja-Ela,26.7,77,1001,19.63,2025-09-10T00:00:00.000Z,Simulated
Negombo,31.7,75,1010,43.63,2025-09-10T00:00:00.000Z,Simulated
Minuwangoda,26.6,90,1003,75.78,2025-09-11T00:00:00.000Z,Simulated
Gampaha,28.6,75,1009,60.47,2025-09-11T00:00:00.000Z,Simulated
Ja-Ela,27.1,76,1003,53.58,2025-09-11T00:00:00.000Z,Simulated
Negombo,30.4,73,1003,34.83,2025-09-11T00:00:00.000Z,Simulated
Minuwangoda,28.5,92,1003,70.50,2025-09-12T00:00:00.000Z,Simulated
Gampaha,27.1,74,1006,50.79,2025-09-12T00:00:00.000Z,Simulated
Ja-Ela,28.3,79,1008,52.35,2025-09-12T00:00:00.000Z,Simulated
Negombo,27.9,65,1008,41.64,2025-09-12T00:00:00.000Z,Simulated
Minuwangoda,27.6,74,1004,16.71,2025-09-13T00:00:00.000Z,Simulated
Gampaha,29.7,75,1004,26.03,2025-09-13T00:00:00.000Z,Simulated
Ja-Ela,27.7,91,1009,79.84,2025-09-13T00:00:00.000Z,Simulated
Negombo,29.0,86,1005,16.57,2025-09-13T00:00:00.000Z,Simulated
Minuwangoda,30.9,87,1004,76.98,2025-09-14T00:00:00.000Z,Simulated
Gampaha,29.4,71,1005,18.84,2025-09-14T00:00:00.000Z,Simulated
Ja-Ela,30.8,80,1007,54.78,2025-09-14T00:00:00.000Z,Simulated
Negombo,27.6,69,1003,28.74,2025-09-14T00:00:00.000Z,Simulated
Minuwangoda,27.6,80,1005,3.13,2025-09-15T00:00:00.000Z,Simulated
Gampaha,27.9,72,1002,22.57,2025-09-15T00:00:00.000Z,Simulated
Ja-Ela,31.3,91,1005,27.05,2025-09-15T00:00:00.000Z,Simulated
Negombo,29.9,88,1005,43.45,2025-09-15T00:00:00.000Z,Simulated
Minuwangoda,26.3,79,1005,11.36,2025-09-16T00:00:00.000Z,Simulated
Gampaha,27.2,91,1007,14.32,2025-09-16T00:00:00.000Z,Simulated
Ja-Ela,29.9,90,1008,8.46,2025-09-16T00:00:00.000Z,Simulated
Negombo,31.5,89,1009,50.40,2025-09-16T00:00:00.000Z,Simulated
Minuwangoda,26.7,78,1001,29.02,2025-09-17T00:00:00.000Z,Simulated
Gampaha,28.6,82,1002,9.44,2025-09-17T00:00:00.000Z,Simulated
Ja-Ela,28.2,77,1001,2.88,2025-09-17T00:00:00.000Z,Simulated
Negombo,27.8,78,1001,36.63,2025-09-17T00:00:00.000Z,Simulated
Minuwangoda,30.8,88,1004,27.70,2025-09-18T00:00:00.000Z,Simulated
Gampaha,28.5,67,1009,60.56,2025-09-18T00:00:00.000Z,Simulated
Ja-Ela,28.2,94,1005,40.52,2025-09-18T00:00:00.000Z,Simulated
Negombo,31.0,89,1007,63.34,2025-09-18T00:00:00.000Z,Simulated
Minuwangoda,31.3,73,1008,59.82,2025-09-19T00:00:00.000Z,Simulated
Gampaha,31.6,85,1008,9.85,2025-09-19T00:00:00.000Z,Simulated
Ja-Ela,31.6,85,1005,61.12,2025-09-19T00:00:00.000Z,Simulated
Negombo,31.8,69,1003,49.66,2025-09-19T00:00:00.000Z,Simulated
Minuwangoda,29.2,65,1007,6.52,2025-09-20T00:00:00.000Z,Simulated
Gampaha,26.1,65,1004,52.35,2025-09-20T00:00:00.000Z,Simulated
Ja-Ela,26.3,90,1008,1.45,2025-09-20T00:00:00.000Z,Simulated
Negombo,28.4,89,1007,53.31,2025-09-20T00:00:00.000Z,Simulated
Minuwangoda,26.9,67,1008,26.55,2025-09-21T00:00:00.000Z,Simulated
Gampaha,26.2,73,1008,47.04,2025-09-21T00:00:00.000Z,Simulated
Ja-Ela,27.4,73,1004,27.09,2025-09-21T00:00:00.000Z,Simulated
Negombo,30.5,84,1006,51.02,2025-09-21T00:00:00.000Z,Simulated
Minuwangoda,31.3,94,1004,7.47,2025-09-22T00:00:00.000Z,Simulated
Gampaha,26.4,70,1010,35.97,2025-09-22T00:00:00.000Z,Simulated
Ja-Ela,29.8,88,1005,26.32,2025-09-22T00:00:00.000Z,Simulated
Negombo,29.7,83,1001,33.00,2025-09-22T00:00:00.000Z,Simulated
Minuwangoda,30.3,74,1007,48.49,2025-09-23T00:00:00.000Z,Simulated
Gampaha,26.3,91,1005,25.56,2025-09-23T00:00:00.000Z,Simulated
Ja-Ela,27.7,66,1001,53.15,2025-09-23T00:00:00.000Z,Simulated
Negombo,31.7,72,1004,53.59,2025-09-23T00:00:00.000Z,Simulated
